id,Quantity,InstallationDate,HealthScore,DateOfLastSpecificAction,DateOfLastStateRecording,ExtraArea,EnvironmentAgingRate,KnownApparentAge,SAIDI15min,ExtraAreaLevel2,EstimatedDowntime,CustomData_Number,CustomData_String,ConsequenceSpecificQuantity
PARISL31ROUEN_10_Lignes_Souterraines_PapierImpregne,3,1949-01-01,1,2012-11-26,2013-01-15,SOLOGNE,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_1_151_Pylones_Bois,1,1996-01-01,19,2011-03-14,2011-03-09,SOLOGNE,1,11,1,NANTES,7.01923,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_1_Lignes_Aeriennes_AluminiumAcier,3,1942-01-01,73,2014-06-11,2011-08-15,SOLOGNE,1,38,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_313""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_1_Lignes_Aeriennes_AluminiumAcier_Agent,3,1942-01-01,79,2014-06-11,2011-08-15,SOLOGNE,1,38,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_314""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_1_Lignes_Souterraines_PapierImpregne,3,1930-01-01,20,2012-12-10,2012-04-04,SOLOGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_2_153_Pylones_Bois,1,1991-01-01,4,2010-03-18,2012-03-19,SOLOGNE,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_2_Lignes_Aeriennes_AluminiumAcier,3,1976-01-01,39,2012-10-14,2012-05-12,SOLOGNE,1,3,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_315""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_2_Lignes_Aeriennes_AluminiumAcier_Agent,3,1976-01-01,65,2012-10-14,2012-05-12,SOLOGNE,1,3,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_316""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_2_Lignes_Souterraines_PapierImpregne,3,1960-01-01,55,2011-05-02,2011-10-26,SOLOGNE,1,16,1,NANTES,7.01923,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_3_154_Pylones_Bois,1,1990-01-01,5,2013-03-27,2011-11-01,SOLOGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_3_Lignes_Aeriennes_AluminiumAcier,3,1937-01-01,78,2012-09-10,2013-10-02,SOLOGNE,1,15,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_317""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_3_Lignes_Aeriennes_AluminiumAcier_Agent,3,1937-01-01,46,2012-09-10,2013-10-02,SOLOGNE,1,15,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_318""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_3_Lignes_Souterraines_PapierImpregne,3,1959-01-01,56,2011-05-07,2014-03-20,SOLOGNE,1,31,1,NANTES,7.01923,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_4_155_Pylones_Bois,1,1990-01-01,5,2010-04-14,2011-12-10,SOLOGNE,1,1,1,NANTES,21.0577,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_4_Lignes_Aeriennes_AluminiumAcier,3,1969-01-01,46,2010-08-04,2011-03-02,SOLOGNE,1,4,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_319""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_4_Lignes_Aeriennes_AluminiumAcier_Agent,3,1969-01-01,68,2010-08-04,2011-03-02,SOLOGNE,1,4,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_320""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_4_Lignes_Souterraines_PapierImpregne,3,1956-01-01,59,2010-03-10,2012-03-15,SOLOGNE,1,17,1,NANTES,7.01923,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_5_156_Pylones_Bois,1,1992-01-01,3,2011-10-06,2012-01-03,SOLOGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_5_Lignes_Aeriennes_AluminiumAcier,3,1963-01-01,52,2014-10-11,2011-03-23,SOLOGNE,1,25,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_321""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_5_Lignes_Aeriennes_AluminiumAcier_Agent,3,1963-01-01,53,2014-10-11,2011-03-23,SOLOGNE,1,25,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_322""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_5_Lignes_Souterraines_PapierImpregne,3,1953-01-01,62,2012-07-11,2010-06-02,SOLOGNE,1,59,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_6_157_Pylones_Bois,1,1986-01-01,9,2013-08-23,2010-07-14,SOLOGNE,1,4,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_6_Lignes_Aeriennes_AluminiumAcier,3,1959-01-01,56,2012-07-08,2012-01-11,SOLOGNE,1,36,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_323""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_6_Lignes_Aeriennes_AluminiumAcier_Agent,3,1959-01-01,49,2012-07-08,2012-01-11,SOLOGNE,1,36,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_324""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_6_Lignes_Souterraines_PapierImpregne,3,1938-01-01,12,2013-11-07,2011-11-10,SOLOGNE,1,5,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_7_158_Pylones_Bois,1,1990-01-01,5,2012-03-04,2011-03-12,SOLOGNE,1,0,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_7_Lignes_Aeriennes_AluminiumAcier,3,1959-01-01,56,2013-08-09,2012-12-10,SOLOGNE,1,43,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_325""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_7_Lignes_Aeriennes_AluminiumAcier_Agent,3,1959-01-01,52,2013-08-09,2012-12-10,SOLOGNE,1,43,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_326""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_7_Lignes_Souterraines_PapierImpregne,3,1957-01-01,58,2014-07-14,2010-12-16,SOLOGNE,1,11,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_8_159_Pylones_Bois,1,1991-01-01,4,2010-10-22,2012-12-08,SOLOGNE,1,1,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_8_Lignes_Aeriennes_AluminiumAcier,3,1927-01-01,3,2013-05-10,2014-05-16,SOLOGNE,1,0,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_327""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_8_Lignes_Aeriennes_AluminiumAcier_Agent,3,1927-01-01,80,2013-05-10,2014-05-16,SOLOGNE,1,0,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_328""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_8_Lignes_Souterraines_PapierImpregne,3,1966-01-01,49,2010-10-15,2010-10-27,SOLOGNE,1,12,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_9_160_Pylones_Bois,1,1985-01-01,10,2011-02-03,2010-03-05,SOLOGNE,1,2,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL31ROUEN_9_Lignes_Aeriennes_AluminiumAcier,3,1969-01-01,46,2014-12-21,2014-09-07,SOLOGNE,1,17,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_329""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_9_Lignes_Aeriennes_AluminiumAcier_Agent,3,1969-01-01,58,2014-12-21,2014-09-07,SOLOGNE,1,17,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB1"",""SerialNumber"":""AgCo_330""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL31ROUEN_9_Lignes_Souterraines_PapierImpregne,3,1942-01-01,8,2010-11-16,2012-11-17,SOLOGNE,1,2,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB1""}",
PARISL61ROUEN_10_162_Pylones_Bois,1,1989-01-01,6,2010-03-06,2010-11-15,SOLOGNE,1,5,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_10_Lignes_Aeriennes_AluminiumAcier,3,1976-01-01,39,2011-05-05,2011-06-06,SOLOGNE,1,18,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_331""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_10_Lignes_Aeriennes_AluminiumAcier_Agent,3,1976-01-01,47,2011-05-05,2011-06-06,SOLOGNE,1,18,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_332""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_10_Lignes_Souterraines_PapierImpregne,3,1933-01-01,17,2013-01-13,2013-11-03,SOLOGNE,1,5,1,NANTES,21.0577,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_1_161_Pylones_Bois,1,1996-01-01,19,2013-01-27,2011-10-22,SOLOGNE,1,12,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_1_Lignes_Aeriennes_AluminiumAcier,3,1946-01-01,69,2010-04-25,2013-12-28,SOLOGNE,1,3,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_333""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_1_Lignes_Aeriennes_AluminiumAcier_Agent,3,1946-01-01,65,2010-04-25,2013-12-28,SOLOGNE,1,3,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_334""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_1_Lignes_Souterraines_PapierImpregne,3,1935-01-01,15,2014-12-03,2013-08-18,SOLOGNE,1,15,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_2_163_Pylones_Bois,1,1995-01-01,20,2010-10-20,2013-09-19,SOLOGNE,1,19,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_2_Lignes_Aeriennes_AluminiumAcier,3,1957-01-01,58,2014-06-10,2012-01-12,SOLOGNE,1,45,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_335""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_2_Lignes_Aeriennes_AluminiumAcier_Agent,3,1957-01-01,56,2014-06-10,2012-01-12,SOLOGNE,1,45,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_336""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_2_Lignes_Souterraines_PapierImpregne,3,1949-01-01,1,2010-11-02,2012-02-05,SOLOGNE,1,1,1,NANTES,21.0577,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_3_164_Pylones_Bois,1,1993-01-01,2,2011-03-17,2012-02-09,SOLOGNE,1,1,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_3_Lignes_Aeriennes_AluminiumAcier,3,1950-01-01,65,2011-10-13,2014-03-20,SOLOGNE,1,28,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_337""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_3_Lignes_Aeriennes_AluminiumAcier_Agent,3,1950-01-01,40,2011-10-13,2014-03-20,SOLOGNE,1,28,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_338""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_3_Lignes_Souterraines_PapierImpregne,3,1940-01-01,10,2014-01-05,2013-02-17,SOLOGNE,1,10,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_4_165_Pylones_Bois,1,1985-01-01,10,2010-01-10,2010-06-18,SOLOGNE,1,4,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_4_Lignes_Aeriennes_AluminiumAcier,3,1952-01-01,63,2010-03-27,2011-09-14,SOLOGNE,1,47,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_339""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_4_Lignes_Aeriennes_AluminiumAcier_Agent,3,1952-01-01,85,2010-03-27,2011-09-14,SOLOGNE,1,47,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_340""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_4_Lignes_Souterraines_PapierImpregne,3,1943-01-01,7,2014-01-28,2010-02-15,SOLOGNE,1,6,1,NANTES,,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_5_166_Pylones_Bois,1,1999-01-01,16,2012-10-10,2012-05-22,SOLOGNE,1,12,1,NANTES,21.0577,"{""LinearMassDensity"":0.7,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_5_Lignes_Aeriennes_AluminiumAcier,3,1950-01-01,65,2010-09-22,2010-03-17,SOLOGNE,1,32,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_341""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_5_Lignes_Aeriennes_AluminiumAcier_Agent,3,1950-01-01,71,2010-09-22,2010-03-17,SOLOGNE,1,32,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_342""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_5_Lignes_Souterraines_PapierImpregne,3,1953-01-01,62,2010-09-18,2011-05-19,SOLOGNE,1,14,1,NANTES,,"{""LinearMassDensity"":0.8,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_6_167_Pylones_Bois,1,1988-01-01,7,2013-11-27,2014-01-04,SOLOGNE,1,3,1,NANTES,,"{""LinearMassDensity"":0.8,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_6_Lignes_Aeriennes_AluminiumAcier,3,1971-01-01,44,2013-08-09,2010-12-25,SOLOGNE,1,12,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_343""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_6_Lignes_Aeriennes_AluminiumAcier_Agent,3,1971-01-01,54,2013-08-09,2010-12-25,SOLOGNE,1,12,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_344""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_6_Lignes_Souterraines_PapierImpregne,3,1946-01-01,4,2012-02-09,2013-04-17,SOLOGNE,1,4,1,NANTES,21.0577,"{""LinearMassDensity"":0.8,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_7_168_Pylones_Bois,1,1997-01-01,18,2011-03-17,2013-02-23,SOLOGNE,1,4,1,NANTES,,"{""LinearMassDensity"":0.8,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_7_Lignes_Aeriennes_AluminiumAcier,3,1930-01-01,85,2010-02-21,2010-05-12,SOLOGNE,1,0,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_345""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_7_Lignes_Aeriennes_AluminiumAcier_Agent,3,1930-01-01,61,2010-02-21,2010-05-12,SOLOGNE,1,0,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_346""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_7_Lignes_Souterraines_PapierImpregne,3,1948-01-01,2,2010-11-16,2013-02-25,SOLOGNE,1,1,1,NANTES,,"{""LinearMassDensity"":0.8,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_8_169_Pylones_Bois,1,1999-01-01,16,2010-04-01,2011-10-18,SOLOGNE,1,14,1,NANTES,,"{""LinearMassDensity"":0.8,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_8_Lignes_Aeriennes_AluminiumAcier,3,1937-01-01,78,2010-01-25,2014-09-16,SOLOGNE,1,62,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_347""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_8_Lignes_Aeriennes_AluminiumAcier_Agent,3,1937-01-01,46,2010-01-25,2014-09-16,SOLOGNE,1,62,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_348""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_8_Lignes_Souterraines_PapierImpregne,3,1963-01-01,52,2013-10-04,2013-01-14,SOLOGNE,1,15,1,NANTES,,"{""LinearMassDensity"":0.8,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_9_170_Pylones_Bois,1,1997-01-01,18,2012-07-21,2011-05-28,SOLOGNE,1,2,1,NANTES,,"{""LinearMassDensity"":0.8,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL61ROUEN_9_Lignes_Aeriennes_AluminiumAcier,3,1934-01-01,81,2012-05-19,2013-12-26,SOLOGNE,1,69,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_349""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_9_Lignes_Aeriennes_AluminiumAcier_Agent,3,1934-01-01,41,2012-05-19,2013-12-26,SOLOGNE,1,69,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB2"",""SerialNumber"":""AgCo_350""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL61ROUEN_9_Lignes_Souterraines_PapierImpregne,3,1936-01-01,14,2010-10-11,2014-07-01,SOLOGNE,1,1,1,NANTES,21.0577,"{""LinearMassDensity"":0.8,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB2""}",
PARISL71ROUEN_10_172_Pylones_Acier,1,1992-01-01,3,2011-08-08,2014-07-01,SOLOGNE,1,2,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_351""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
PARISL71ROUEN_10_172_Pylones_Acier_Agent,1,1992-01-01,9,2011-08-08,2014-07-01,SOLOGNE,1,2,1,NANTES,7.01923,"{""Weight"":50}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_352""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
